geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US55079120101,55079,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",2018,4158,2013,1,0.023
1400000US55079120101,55079,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",2020,3997,1935,1,0.016
1400000US55079120102,55079,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",2012,3925,1951,0,0.01
1400000US55079120102,55079,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",2014,3706,1841,0,0.011
1400000US55079120102,55079,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",2016,3855,1912,0,0.017
1400000US55079120102,55079,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",2018,3922,1945,0,0.013
1400000US55079120102,55079,55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",2020,3799,1884,0,0.038
1400000US55079120201,55079,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",2012,3600,4970,0,0.033
1400000US55079120201,55079,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",2014,3383,4704,0,0.017
1400000US55079120201,55079,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",2016,3601,5011,0,0.008
1400000US55079120201,55079,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",2018,3796,5287,0,0.031
1400000US55079120201,55079,55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",2020,3786,5273,0,0.027
1400000US55079120202,55079,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",2012,3300,4647,1,0.015
1400000US55079120202,55079,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",2014,3268,4742,1,0.04
1400000US55079120202,55079,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",2016,3241,4694,1,0.034
1400000US55079120202,55079,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",2018,3008,4356,1,0.021
1400000US55079120202,55079,55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",2020,2987,4327,1,0.001
1400000US55079120203,55079,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",2012,3629,2929,0,0.01
1400000US55079120203,55079,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",2014,3590,2879,0,0.019
1400000US55079120203,55079,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",2016,3499,2803,0,0.064
1400000US55079120203,55079,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",2018,3480,2786,0,0.099
1400000US55079120203,55079,55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",2020,3602,2884,0,0.081
1400000US55079120300,55079,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2012,1852,5370,1,0.014
1400000US55079120300,55079,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2014,1924,5629,1,0.032
1400000US55079120300,55079,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2016,2114,6181,1,0.045
1400000US55079120300,55079,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2018,2183,6385,1,0.032
1400000US55079120300,55079,55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",2020,2167,6333,1,0.014
1400000US55079120400,55079,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",2012,6840,3684,1,0.034
1400000US55079120400,55079,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",2014,7198,3881,1,0.018
1400000US55079120400,55079,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",2016,6770,3649,1,0.053
1400000US55079120400,55079,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",2018,6675,3606,1,0.065
1400000US55079120400,55079,55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",2020,6888,3721,1,0.05
1400000US55079120501,55079,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",2012,4392,4373,0,0.072
1400000US55079120501,55079,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",2014,4342,4323,0,0.07
1400000US55079120501,55079,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",2016,4456,4436,0,0.019
1400000US55079120501,55079,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",2018,4374,4347,0,0.044
1400000US55079120501,55079,55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",2020,3898,3874,0,0.074
1400000US55079120502,55079,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",2012,4955,3167,1,0.008
1400000US55079120502,55079,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",2014,5434,3465,1,0.031
1400000US55079120502,55079,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",2016,5231,3337,1,0.031
1400000US55079120502,55079,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",2018,5288,3373,1,0.032
1400000US55079120502,55079,55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",2020,5691,3630,1,0.041
1400000US55079130100,55079,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",2012,4816,2251,0,0.016
1400000US55079130100,55079,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",2014,4867,2274,0,0
1400000US55079130100,55079,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",2016,4844,2283,0,0.004
1400000US55079130100,55079,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",2018,4786,2256,0,0.006
1400000US55079130100,55079,55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",2020,4758,2242,0,0.019
1400000US55079130200,55079,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2012,2880,2705,1,0.01
1400000US55079130200,55079,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2014,2882,2693,1,0.017
1400000US55079130200,55079,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2016,2876,2680,1,0.017
1400000US55079130200,55079,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2018,2880,2692,1,0.027
1400000US55079130200,55079,55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",2020,2851,2665,1,0.015
1400000US55079140100,55079,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",2012,3111,1417,0,0.007
1400000US55079140100,55079,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",2014,2967,1351,0,0.005
1400000US55079140100,55079,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",2016,3067,1406,0,0.004
1400000US55079140100,55079,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",2018,3073,1409,0,0.001
1400000US55079140100,55079,55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",2020,3180,1458,0,0.003
1400000US55079140201,55079,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",2012,5162,2875,1,0.025
1400000US55079140201,55079,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",2014,5108,2845,1,0.02
1400000US55079140201,55079,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",2016,5133,2855,1,0.006
1400000US55079140201,55079,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",2018,5235,2912,1,0.008
1400000US55079140201,55079,55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",2020,5276,2934,1,0.02
1400000US55079140202,55079,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",2012,5812,3700,2,0.008
1400000US55079140202,55079,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",2014,6133,3904,2,0.01
1400000US55079140202,55079,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",2016,6103,3844,2,0.018
1400000US55079140202,55079,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",2018,5937,3744,2,0.022
1400000US55079140202,55079,55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",2020,5704,3597,2,0.015
1400000US55079150100,55079,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",2012,8617,1671,1,0.008
1400000US55079150100,55079,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",2014,8946,1735,1,0.014
1400000US55079150100,55079,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",2016,8774,1708,1,0.02
1400000US55079150100,55079,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",2018,8718,1697,1,0.018
1400000US55079150100,55079,55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",2020,8695,1692,1,0.016
1400000US55079150301,55079,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2012,5562,903,1,0.008
1400000US55079150301,55079,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2014,5895,958,1,0.008
1400000US55079150301,55079,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2016,6132,997,1,0.002
1400000US55079150301,55079,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2018,5787,939,1,0.003
1400000US55079150301,55079,55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2020,6172,1002,1,0
1400000US55079150303,55079,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",2012,4660,1816,2,0
1400000US55079150303,55079,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",2014,4848,1889,2,0.013
1400000US55079150303,55079,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",2016,4907,1912,2,0.011
1400000US55079150303,55079,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",2018,4770,1860,2,0.014
1400000US55079150303,55079,55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",2020,4838,1884,2,0.013
1400000US55079150304,55079,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",2012,4039,1509,0,0.022
1400000US55079150304,55079,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",2014,3974,1485,0,0.03
1400000US55079150304,55079,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",2016,4185,1555,0,0.044
1400000US55079150304,55079,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",2018,4441,1656,0,0.026
1400000US55079150304,55079,55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",2020,3975,1481,0,0
1400000US55079160100,55079,55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",2012,6411,971,1,0.019
1400000US55079160100,55079,55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",2014,6556,1001,1,0.019
1400000US55079160100,55079,55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",2016,6566,1003,1,0.013
1400000US55079160100,55079,55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",2018,6509,994,1,0.045
1400000US55079160101,55079,55079160101,"Census Tract 1601.01, Milwaukee County, Wisconsin",2020,4182,2196,0,0.016
1400000US55079160102,55079,55079160102,"Census Tract 1601.02, Milwaukee County, Wisconsin",2020,2390,515,2,0.099
1400000US55079160202,55079,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",2012,7197,1629,1,0.005
1400000US55079160202,55079,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",2014,7242,1639,1,0.01
1400000US55079160202,55079,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",2016,7406,1665,1,0.018
1400000US55079160202,55079,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",2018,7222,1630,1,0.012
1400000US55079160202,55079,55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",2020,7917,1787,1,0.007
1400000US55079160203,55079,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",2012,5841,1670,2,0.031
1400000US55079160203,55079,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",2014,5908,1689,2,0.034
1400000US55079160203,55079,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",2016,5903,1688,2,0.035
1400000US55079160203,55079,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",2018,6442,1842,2,0.062
1400000US55079160203,55079,55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",2020,6565,1877,2,0.061
1400000US55079160204,55079,55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",2012,4831,2450,0,0.03
1400000US55079160204,55079,55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",2014,5032,2552,0,0.024
1400000US55079160204,55079,55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",2016,5246,2660,0,0.043
1400000US55079160204,55079,55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",2018,5452,2765,0,0.062
1400000US55079160205,55079,55079160205,"Census Tract 1602.05, Milwaukee County, Wisconsin",2020,3327,2673,0,0.056
1400000US55079160206,55079,55079160206,"Census Tract 1602.06, Milwaukee County, Wisconsin",2020,1635,2247,0,0.073
1400000US55079160300,55079,55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",2012,9910,825,1,0.016
1400000US55079160300,55079,55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",2014,10085,839,1,0.026
1400000US55079160300,55079,55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",2016,10097,838,1,0.016
1400000US55079160300,55079,55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",2018,10218,852,1,0.021
1400000US55079160301,55079,55079160301,"Census Tract 1603.01, Milwaukee County, Wisconsin",2020,5418,797,1,0.026
1400000US55079160302,55079,55079160302,"Census Tract 1603.02, Milwaukee County, Wisconsin",2020,4887,940,0,0
1400000US55079170100,55079,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2012,2727,1976,1,0.019
1400000US55079170100,55079,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2014,2510,1819,1,0
1400000US55079170100,55079,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2016,2736,1969,1,0.009
1400000US55079170100,55079,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2018,2634,1896,1,0.045
1400000US55079170100,55079,55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",2020,2509,1806,1,0.022
1400000US55079170200,55079,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",2012,3678,4145,1,0.005
1400000US55079170200,55079,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",2014,3808,4292,1,0.015
1400000US55079170200,55079,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",2016,3903,4399,1,0.018
1400000US55079170200,55079,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",2018,3981,4487,1,0.041
1400000US55079170200,55079,55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",2020,4088,4607,1,0.04
1400000US55079170300,55079,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2012,2859,5772,1,0.03
1400000US55079170300,55079,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2014,2656,5362,1,0.019
1400000US55079170300,55079,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2016,2630,5309,1,0.018
1400000US55079170300,55079,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2018,2492,5031,1,0.025
1400000US55079170300,55079,55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",2020,2367,4779,1,0.051
1400000US55079170400,55079,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",2012,3263,5414,0,0.008
1400000US55079170400,55079,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",2014,3241,5377,0,0.021
1400000US55079170400,55079,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",2016,3130,5193,0,0.031
1400000US55079170400,55079,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",2018,3093,5132,0,0.031
1400000US55079170400,55079,55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",2020,3104,5150,0,0.003
1400000US55079170500,55079,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2012,2303,6755,0,0.081
1400000US55079170500,55079,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2014,2314,6787,0,0.031
1400000US55079170500,55079,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2016,2427,7118,0,0.037
1400000US55079170500,55079,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2018,2501,7336,0,0.039
1400000US55079170500,55079,55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",2020,2508,7356,0,0.029
1400000US55079170600,55079,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",2012,3487,6067,2,0.029
1400000US55079170600,55079,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",2014,3539,6158,2,0.012
1400000US55079170600,55079,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",2016,3496,6083,2,0.019
1400000US55079170600,55079,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",2018,3604,6282,2,0.028
1400000US55079170600,55079,55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",2020,3411,5945,2,0.033
1400000US55079170700,55079,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2012,2802,5416,1,0.016
1400000US55079170700,55079,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2014,3142,6073,1,0.016
1400000US55079170700,55079,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2016,2875,5340,1,0.07
1400000US55079170700,55079,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2018,2784,5161,1,0.044
1400000US55079170700,55079,55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",2020,2870,5320,1,0.026
1400000US55079180100,55079,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2012,2988,2929,1,0.049
1400000US55079180100,55079,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2014,3005,2946,1,0.006
1400000US55079180100,55079,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2016,2881,2828,1,0
1400000US55079180100,55079,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2018,2839,2825,1,0
1400000US55079180100,55079,55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",2020,2873,2859,1,0.018
1400000US55079180200,55079,55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",2012,4756,10838,0,0.007
1400000US55079180200,55079,55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",2014,4702,10715,0,0.008
1400000US55079180200,55079,55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",2016,5014,11426,0,0.013
1400000US55079180200,55079,55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",2018,5187,11821,0,0.039
